ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
seq50,6.2909,0.0,1.7974,3.5948,1.7974,2.6961,0.0,5.3922,2.6961,0.8987,0.0,0.8987,0.8987,2.6961,2.6961,0.8987,0.8987,0.8987,0.0,0.0,0.1013
seq51,1.8371,5.5112,1.8371,2.7556,0.9185,5.5112,0.9185,0.9185,1.8371,1.8371,0.0,3.6741,0.0,0.0,1.8371,2.7556,2.7556,1.8371,1.8371,1.8371,0.0815
seq52,3.6355,0.0,5.4533,2.7267,0.0,0.9089,0.9089,3.6355,1.8178,3.6355,0.0,1.8178,4.5444,0.0,2.7267,0.9089,1.8178,0.9089,0.9089,1.8178,0.0911
seq53,0.0,0.0,1.8024,0.0,0.9012,2.7035,0.9012,5.4071,2.7035,0.0,0.0,3.6047,4.5059,2.7035,2.7035,0.9012,1.8024,0.9012,1.8024,0.0,0.0988
seq54,0.8917,0.0,1.7835,1.7835,1.7835,0.0,0.8917,5.3504,0.8917,1.7835,0.0,0.0,9.8091,0.8917,4.4587,2.6752,1.7835,0.8917,0.8917,0.8917,0.1083
seq55,3.5232,0.8808,0.8808,0.0,0.0,2.6424,0.0,0.0,1.7616,2.6424,0.0,0.0,0.0,0.0,1.7616,1.7616,0.0,1.7616,0.8808,1.7616,0.1192
seq56,7.1376,0.0,0.0,0.0,0.0,1.7844,1.7844,1.7844,0.8922,2.6766,0.0,2.6766,3.5688,0.0,3.5688,0.0,0.8922,4.461,0.0,1.7844,0.1078
seq57,0.0,3.5679,0.0,0.0,0.0,1.784,0.0,1.784,1.784,0.0,0.0,0.892,0.892,0.892,5.3519,0.892,0.892,0.892,0.0,2.6759,0.10800000000000001
seq58,2.813,1.8753,0.0,0.0,2.813,0.0,0.0,0.0,2.813,5.6259,0.0,0.0,0.9377,0.0,0.0,0.9377,0.0,0.9377,0.0,0.0,0.0623
seq59,0.0,5.4524,0.0,0.9087,0.9087,7.2699,0.0,0.9087,0.9087,0.9087,0.0,3.635,2.7262,2.7262,2.7262,0.9087,0.0,0.9087,0.0,2.7262,0.0913
seq60,0.0,0.0,0.8567,0.0,0.8567,0.0,0.0,1.7134,1.7134,1.7134,0.0,0.0,1.7134,0.8567,4.2835,0.0,0.8567,3.4268,1.7134,0.0,0.1433
seq61,0.0,0.0,2.6067,2.6067,2.6067,3.4756,0.0,2.6067,2.6067,5.2134,0.0,0.0,0.0,1.7378,5.2134,3.4756,0.0,0.0,0.0,0.0,0.1311
seq62,0.0,0.0,0.0,0.0,4.4129,0.8826,0.0,0.8826,0.0,1.7652,0.0,0.0,16.7691,0.0,8.8258,0.0,0.0,0.0,0.0,0.8826,0.1174
seq63,0.0,0.0,1.7805,0.0,1.7805,1.7805,0.0,1.7805,1.7805,2.6707,0.8902,1.7805,7.1219,0.0,2.6707,0.0,0.8902,0.8902,0.0,2.6707,0.1098
seq64,0.0,0.0,0.0,0.0,2.7454,3.6605,3.6605,2.7454,1.8303,0.9151,0.0,0.0,0.0,0.0,0.9151,0.0,1.8303,2.7454,0.0,0.0,0.0849
seq65,6.1732,0.0,0.8819,0.0,0.0,4.4094,0.0,0.0,7.0551,1.7638,1.7638,0.0,0.8819,0.8819,0.0,0.0,0.0,0.0,2.6457,0.0,0.1181
seq66,4.4034,0.0,0.8807,0.8807,0.0,3.5228,0.0,0.8807,6.1648,2.6421,0.0,0.0,0.8807,1.7614,0.0,0.0,0.8807,0.8807,2.6421,0.0,0.1193
seq67,5.4203,0.0,1.8068,0.9034,0.9034,2.7101,0.0,0.9034,5.4203,1.8068,1.8068,0.0,0.9034,0.0,0.0,0.0,1.8068,0.0,1.8068,0.0,0.0966
seq68,0.0,0.0,0.9171,0.0,0.0,4.5856,0.0,0.9171,2.7514,4.5856,0.0,0.0,0.9171,0.0,0.0,0.0,0.0,2.7514,0.0,0.0,0.0829
seq69,1.7768,0.0,0.0,0.8884,0.0,3.5535,0.0,0.8884,5.3303,5.3303,0.8884,0.0,0.0,0.0,0.0,0.0,0.8884,0.8884,0.8884,0.0,0.1116
seq70,1.8574,0.0,0.0,0.0,0.9287,2.7861,0.0,0.9287,5.5721,4.6434,0.0,0.0,0.9287,0.9287,0.0,1.8574,0.0,1.8574,0.9287,0.0,0.0713
seq71,1.7944,0.0,0.0,0.0,0.0,2.6916,0.0,3.5888,5.3832,1.7944,0.8972,0.0,0.8972,0.8972,0.8972,0.8972,0.8972,1.7944,0.8972,0.0,0.1028
seq72,1.7858,0.0,0.0,0.0,0.0,3.5716,0.0,0.8929,4.4645,3.5716,0.8929,0.0,0.8929,1.7858,0.0,0.0,1.7858,1.7858,1.7858,0.0,0.1071
seq73,2.7691,0.0,0.0,0.0,1.8461,2.7691,0.0,1.8461,4.6152,2.7691,0.0,0.0,0.923,0.923,0.0,0.923,0.0,1.8461,0.923,0.0,0.077
seq74,3.7243,0.0,0.0,0.0,1.8622,1.8622,0.0,3.7243,1.8622,1.8622,0.0,0.0,0.9311,0.0,0.0,0.9311,0.9311,0.9311,0.0,0.0,0.0689
seq75,0.0,0.0,0.0,0.0,2.6162,0.8721,0.0,0.8721,0.8721,1.7442,0.0,0.0,0.0,0.8721,0.8721,0.8721,0.0,0.8721,0.8721,0.0,0.1279
seq76,0.9212,0.0,0.9212,0.0,0.9212,2.7636,0.0,1.8424,1.8424,1.8424,0.0,0.0,0.0,0.0,0.0,0.9212,0.0,2.7636,0.0,0.0,0.0788
seq77,0.918,0.0,0.918,0.0,0.918,1.836,0.918,3.672,1.836,0.918,0.0,0.0,0.0,0.0,0.0,1.836,0.0,1.836,0.0,0.0,0.08199999999999999
seq78,4.6572,0.0,0.0,0.9314,1.8629,1.8629,1.8629,0.9314,0.9314,1.8629,0.0,0.0,0.9314,0.9314,0.0,0.9314,0.0,3.7258,0.0,0.0,0.0686
seq79,2.7813,7.4168,2.7813,0.9271,1.8542,1.8542,3.7084,0.9271,3.7084,1.8542,0.0,3.7084,0.0,0.9271,0.9271,1.8542,4.6355,0.9271,0.9271,0.9271,0.0729
seq80,0.0,7.2268,2.7101,1.8067,1.8067,3.6134,1.8067,0.9034,2.7101,2.7101,0.0,5.4201,1.8067,0.0,4.5168,1.8067,2.7101,0.0,0.9034,0.0,0.0966
seq81,1.734,0.0,0.867,0.867,0.0,1.734,0.0,0.0,3.4679,0.867,0.0,0.867,0.0,0.0,0.867,0.867,0.0,0.867,0.0,0.0,0.133
seq82,0.9156,0.0,0.0,0.9156,0.9156,1.8312,1.8312,1.8312,2.7468,3.6624,0.0,2.7468,0.0,1.8312,0.0,0.0,0.9156,1.8312,0.0,0.0,0.0844
seq83,7.94,0.0,0.8822,0.8822,1.7645,2.6467,0.0,1.7645,7.94,6.1756,0.8822,1.7645,0.8822,2.6467,2.6467,1.7645,0.0,1.7645,0.0,0.0,0.1178
seq84,1.7537,0.0,1.7537,0.0,3.5073,3.5073,0.0,1.7537,7.0146,1.7537,0.0,0.8768,0.0,1.7537,1.7537,2.6305,0.8768,3.5073,0.0,0.0,0.1232
seq85,1.8614,0.0,0.0,0.0,0.0,3.7228,0.0,0.9307,2.7921,4.6535,0.0,1.8614,0.0,0.9307,0.0,0.9307,0.9307,2.7921,0.0,0.9307,0.0693
seq86,1.8652,3.7304,0.9326,0.9326,1.8652,0.0,3.7304,0.0,2.7978,1.8652,2.7978,0.0,0.9326,3.7304,0.0,4.663,0.0,0.0,0.0,0.9326,0.0674
seq87,2.7336,1.8224,1.8224,0.0,0.9112,3.6448,0.0,1.8224,4.556,4.556,0.0,0.9112,0.0,0.0,0.0,2.7336,2.7336,0.9112,0.9112,0.0,0.0888
seq88,3.6392,1.8196,1.8196,0.0,1.8196,4.549,0.0,1.8196,5.4588,3.6392,0.9098,0.0,0.0,1.8196,0.0,2.7294,1.8196,1.8196,0.0,0.0,0.0902
seq89,4.6364,0.0,0.0,0.0,0.0,4.6364,0.0,2.7818,4.6364,2.7818,0.0,0.0,1.8545,0.0,0.0,1.8545,0.0,6.4909,0.0,0.0,0.0727
seq90,0.0,0.0,0.9182,0.0,1.8364,1.8364,1.8364,1.8364,0.0,0.0,0.0,1.8364,6.4275,1.8364,2.7546,0.9182,0.9182,0.0,0.0,0.9182,0.0818
seq91,0.8834,5.3004,0.8834,0.8834,0.0,0.8834,0.8834,0.8834,1.7668,5.3004,0.0,0.0,0.0,2.6502,3.5336,1.7668,0.8834,1.7668,0.0,1.7668,0.1166
seq92,0.8897,5.338,2.669,2.669,0.0,3.5586,2.669,0.8897,0.8897,0.0,0.8897,0.0,1.7793,0.8897,3.5586,2.669,0.0,2.669,0.0,3.5586,0.1103
seq93,0.0,1.8311,0.0,0.0,3.6622,0.9155,0.0,1.8311,1.8311,0.0,0.0,0.0,0.9155,0.0,0.0,0.0,0.9155,0.9155,0.0,0.0,0.0845
seq94,0.9369,1.8737,0.0,0.0,0.9369,0.9369,0.0,1.8737,2.8106,5.6212,0.9369,0.0,1.8737,0.0,0.9369,0.9369,0.0,0.0,0.0,0.0,0.0631
seq95,4.5197,1.8079,0.0,1.8079,0.0,7.2315,0.9039,2.7118,1.8079,0.9039,0.9039,4.5197,0.0,0.0,0.9039,3.6157,0.9039,2.7118,2.7118,1.8079,0.0961
seq96,0.9196,0.0,2.7587,0.0,0.9196,3.6782,0.0,1.8391,0.9196,0.0,0.0,0.9196,0.9196,0.9196,0.0,0.0,0.9196,1.8391,0.0,0.9196,0.0804
seq97,3.5134,0.0,0.8783,3.5134,1.7567,5.27,0.0,0.0,9.6617,6.1484,0.8783,0.0,0.8783,0.8783,0.8783,2.635,0.0,0.8783,0.8783,0.8783,0.1217
seq98,2.7439,2.7439,0.9146,0.0,0.9146,0.9146,0.0,0.9146,3.6585,0.9146,0.0,0.0,1.8292,1.8292,1.8292,2.7439,2.7439,2.7439,0.0,0.0,0.0854
seq99,0.0,1.8444,3.6888,0.9222,0.9222,0.9222,0.0,0.9222,0.0,3.6888,0.0,1.8444,0.0,2.7666,0.9222,1.8444,1.8444,1.8444,0.0,0.0,0.0778
seq100,0.9284,0.0,0.9284,0.0,0.9284,49.2043,12.069,0.0,0.0,0.0,0.0,0.9284,3.7135,1.8568,0.9284,1.8568,0.9284,0.0,0.0,3.7135,0.0716
seq101,11.0093,5.5046,5.5046,8.2569,1.8349,0.9174,6.4221,3.6698,2.7523,6.4221,1.8349,6.4221,1.8349,4.5872,3.6698,1.8349,5.5046,2.7523,0.0,1.8349,0.0826
seq102,0.9341,0.0,0.0,0.0,0.9341,7.4732,0.0,0.9341,1.8683,4.6707,0.0,0.0,0.0,0.9341,0.0,2.8024,1.8683,1.8683,0.0,0.0,0.0659
seq103,5.528,0.9213,3.6854,9.2134,4.6067,3.6854,0.0,0.9213,7.3707,7.3707,1.8427,1.8427,0.9213,0.9213,5.528,5.528,0.9213,2.764,0.0,2.764,0.0787
seq104,0.8981,5.3887,0.8981,0.0,1.7962,3.5925,1.7962,3.5925,0.8981,0.8981,0.8981,1.7962,2.6944,0.8981,3.5925,1.7962,0.8981,0.8981,0.8981,0.0,0.1019
seq105,0.8769,5.2614,0.0,0.8769,0.0,4.3845,0.0,1.7538,0.8769,3.5076,0.8769,1.7538,1.7538,0.8769,6.1383,1.7538,0.8769,1.7538,0.8769,0.8769,0.1231
seq106,0.8497,0.0,1.6995,1.6995,1.6995,3.399,0.0,4.2487,2.5492,2.5492,0.0,0.0,0.0,1.6995,7.6477,0.8497,0.0,0.0,0.0,0.0,0.1503
seq107,0.0,0.0,0.0,0.0,4.5838,2.7503,3.6671,1.8335,0.9168,0.9168,0.0,0.9168,0.0,0.9168,0.0,0.9168,0.0,3.6671,0.0,0.0,0.0832
seq108,3.6466,9.1165,0.0,0.0,0.0,6.3815,0.0,0.9116,0.0,0.9116,0.0,2.7349,1.8233,1.8233,3.6466,2.7349,0.9116,0.0,0.0,2.7349,0.0884
seq109,1.7874,0.0,0.8937,0.0,0.8937,4.4684,0.8937,0.0,4.4684,2.6811,0.0,0.0,0.0,0.0,0.8937,0.8937,0.8937,2.6811,0.8937,0.8937,0.1063
seq110,2.6728,0.0,0.8909,0.0,2.6728,4.4547,2.6728,3.5638,2.6728,0.0,0.0,0.8909,0.0,0.8909,0.0,0.8909,0.0,0.0,0.8909,0.0,0.1091
seq111,0.0,0.0,0.0,0.0,0.9051,4.5255,2.7153,0.9051,1.8102,5.4306,0.9051,0.0,0.0,0.9051,0.0,0.0,0.0,0.0,0.9051,0.0,0.0949
seq112,0.8657,0.0,0.0,0.8657,1.7314,1.7314,0.8657,0.0,2.5972,0.8657,0.0,0.0,0.0,0.8657,1.7314,0.8657,0.8657,0.0,1.7314,0.0,0.1343
seq113,0.0,0.0,0.0,0.0,1.8435,4.6087,6.4522,1.8435,0.9217,3.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8435,0.9217,0.0,0.0783
seq114,0.9228,0.0,0.0,0.9228,1.8456,3.6911,2.7684,0.9228,1.8456,2.7684,0.9228,0.9228,0.0,0.9228,2.7684,1.8456,0.0,0.9228,0.0,0.0,0.0772
seq115,2.5855,0.0,0.8618,0.0,0.8618,4.3092,1.7237,0.0,4.3092,2.5855,0.0,2.5855,0.0,0.0,5.171,0.0,0.8618,2.5855,2.5855,1.7237,0.1382
seq116,1.7479,0.0,0.0,0.0,0.8739,6.1176,0.8739,1.7479,4.3697,1.7479,0.0,0.8739,0.0,0.0,1.7479,0.0,0.0,3.4958,1.7479,0.8739,0.1261
seq117,0.0,0.0,0.0,0.0,3.6646,3.6646,1.8323,0.9162,1.8323,0.9162,0.0,2.7485,11.91,1.8323,0.9162,1.8323,0.0,0.9162,0.9162,1.8323,0.0838
seq118,0.8925,5.3548,0.0,0.8925,1.7849,2.6774,0.8925,1.7849,0.0,0.8925,0.0,0.8925,0.0,0.0,8.0321,0.8925,1.7849,0.8925,0.0,1.7849,0.1075
seq119,0.0,5.4067,0.9011,0.9011,1.8022,2.7033,0.0,0.9011,0.9011,1.8022,0.0,0.9011,0.9011,1.8022,3.6045,0.9011,2.7033,1.8022,0.0,1.8022,0.0989
seq120,0.0,7.168,1.792,0.896,0.896,6.272,2.688,0.0,2.688,4.48,0.896,0.896,0.896,0.0,5.376,1.792,2.688,1.792,0.0,0.896,0.10400000000000001
seq121,0.0,0.0,0.0,0.0,0.0,0.8931,0.0,0.0,0.8931,0.8931,0.0,1.7863,4.4657,0.0,1.7863,0.0,1.7863,0.8931,0.0,0.8931,0.1069
seq122,2.7012,0.0,0.0,1.8008,0.9004,0.9004,0.0,0.0,3.6016,0.9004,0.0,0.0,0.0,0.9004,4.5021,1.8008,0.0,0.9004,0.0,0.0,0.0996
seq123,3.6347,0.0,0.0,0.0,2.726,2.726,1.8174,0.9087,3.6347,2.726,0.0,0.9087,0.0,0.0,0.9087,2.726,1.8174,0.9087,0.9087,1.8174,0.0913
seq124,2.7405,5.481,0.9135,0.0,0.9135,6.3945,1.827,1.827,0.9135,2.7405,0.0,1.827,0.0,0.9135,2.7405,1.827,1.827,2.7405,0.0,0.9135,0.0865
seq125,0.0,1.8576,0.0,0.0,1.8576,0.0,0.0,2.7864,2.7864,2.7864,0.0,0.0,0.0,0.0,0.9288,0.9288,1.8576,0.0,0.0,0.0,0.0712
seq126,0.0,1.7898,0.0,0.8949,1.7898,4.4744,0.8949,2.6846,5.3693,3.5795,0.0,1.7898,0.0,0.0,0.0,0.0,1.7898,0.0,0.8949,0.0,0.1051
seq127,5.5249,1.8416,0.0,0.9208,1.8416,5.5249,0.9208,1.8416,4.6041,4.6041,0.9208,0.9208,0.0,0.9208,0.0,0.9208,2.7624,0.0,0.0,0.0,0.0792
seq128,5.483,0.0,0.0,0.9138,0.0,4.5692,0.0,0.9138,3.6553,4.5692,0.9138,0.9138,0.0,0.9138,0.0,0.9138,0.9138,1.8277,0.9138,0.0,0.0862
seq129,1.829,1.829,1.829,0.0,0.0,3.658,0.9145,0.9145,5.487,4.5725,0.9145,0.9145,0.0,0.0,0.0,3.658,0.0,3.658,0.0,0.0,0.0855
seq130,2.6929,1.7953,1.7953,0.8976,0.8976,4.4882,0.0,0.8976,5.3858,5.3858,0.0,0.0,0.8976,0.0,0.0,0.0,1.7953,0.8976,0.0,0.0,0.1024
seq131,0.9172,1.8344,1.8344,0.0,1.8344,3.6688,0.9172,3.6688,3.6688,2.7516,0.9172,0.9172,2.7516,0.0,0.0,0.9172,2.7516,0.0,0.0,0.0,0.0828
seq132,0.9286,0.0,0.0,0.0,0.9286,0.9286,0.0,1.8572,1.8572,2.7858,0.9286,1.8572,0.0,0.0,0.0,0.0,0.9286,0.0,0.0,0.0,0.0714
seq133,0.0,0.0,0.0,0.0,0.9467,0.9467,0.9467,2.8401,0.9467,4.7334,0.0,0.9467,0.9467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533
seq134,0.9337,0.0,0.0,0.0,1.8674,0.9337,0.0,0.9337,0.9337,4.6685,0.0,0.0,0.9337,0.0,0.0,0.9337,0.0,0.0,0.0,0.0,0.0663
seq135,0.9111,0.0,0.0,0.0,0.0,0.0,0.0,1.8223,0.0,0.9111,0.0,0.0,7.2891,1.8223,2.7334,0.0,1.8223,0.0,0.0,3.6445,0.0889
